Name,Link,ArgumentList
"Acrobat Reader","http://ardownload.adobe.com/pub/adobe/reader/win/AcrobatDC/1502320053/AcroRdrDC1502320053_de_DE.exe", "/sPB /rs"
"Ninite","https://ninite.com/7zip-chrome-firefox-greenshot/ninite.exe"
